ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1851,B,C,B,D,D,C,B,B,B,B,A,B,B,B,C,A,C,B,C,C,B,B,C,C,D,B,C,D,C,A,C,A,C,B,C,Moderate
1852,A,C,A,B,B,D,D,C,C,B,C,D,D,C,A,C,C,C,B,C,B,C,A,C,C,D,C,C,B,C,D,D,B,B,C,Moderate
1853,C,C,B,D,D,D,D,B,D,C,B,A,B,C,B,B,C,C,A,D,A,B,B,B,D,B,B,C,D,B,B,C,B,A,C,Moderate
1854,D,D,B,C,A,C,B,A,C,B,C,C,D,C,B,B,C,D,D,A,B,B,C,B,C,C,C,B,C,B,B,A,A,C,D,Moderate
1855,B,B,D,B,D,C,B,C,D,D,C,C,C,C,C,C,B,C,B,C,A,C,B,C,C,C,C,B,C,C,C,C,C,B,B,Moderate
1856,C,C,B,B,D,B,C,B,A,B,B,C,C,B,C,B,B,A,A,C,C,C,C,C,B,B,D,D,C,C,A,C,A,C,D,Moderate
1857,C,B,B,D,D,D,B,C,B,B,C,D,B,B,C,C,B,C,B,C,B,D,C,C,C,A,B,B,A,B,B,C,B,C,B,Moderate
1858,C,B,B,A,B,B,C,B,B,C,C,C,C,C,B,C,C,D,B,B,B,C,B,C,B,C,B,C,C,B,C,D,D,B,B,Moderate
1859,B,D,D,B,C,B,D,B,C,B,C,A,B,B,C,A,B,C,C,C,B,B,C,B,C,C,C,D,B,B,D,C,B,B,D,Moderate
1860,D,B,A,B,C,B,C,C,A,B,D,B,C,C,B,C,B,C,C,C,C,B,B,D,C,D,B,C,B,D,D,D,D,C,B,Moderate
1861,C,C,B,B,C,B,A,C,B,C,B,C,B,B,C,D,B,B,B,A,C,A,B,B,B,C,C,B,B,D,D,C,D,B,C,Moderate
1862,B,A,A,D,B,C,B,B,C,D,B,C,C,C,D,C,C,C,C,D,D,D,B,B,B,B,B,B,C,C,B,D,C,B,C,Moderate
1863,A,B,B,B,A,B,C,C,B,C,B,C,B,B,D,C,D,C,B,B,C,D,B,C,C,A,C,C,C,D,B,B,B,C,C,Moderate
1864,C,D,A,D,D,C,B,B,C,B,D,B,C,B,A,B,B,C,C,C,C,B,D,B,C,B,A,C,C,D,B,B,C,D,B,Moderate
1865,B,D,A,C,D,B,C,D,B,C,B,B,B,D,B,D,B,A,B,C,B,B,B,D,B,C,A,C,A,B,B,B,C,B,C,Moderate
1866,C,A,C,B,B,C,C,B,C,B,C,A,D,C,D,B,B,B,B,B,B,B,D,C,B,A,C,C,C,B,C,C,C,B,C,Moderate
1867,B,C,A,A,A,A,C,C,D,D,B,B,C,B,B,A,C,C,A,C,B,C,A,B,B,D,C,D,C,D,C,A,C,A,B,Moderate
1868,C,B,B,B,C,C,B,B,C,B,B,B,A,C,D,C,A,B,B,D,A,D,C,A,C,D,B,C,B,B,D,C,C,D,B,Moderate
1869,D,B,B,B,B,D,B,B,A,C,C,B,B,B,B,C,B,C,B,C,A,B,B,B,C,C,D,B,B,B,B,C,B,B,C,Moderate
1870,C,C,D,B,D,C,C,C,C,C,C,C,B,D,B,B,B,C,C,B,B,D,B,B,B,A,D,C,A,C,B,B,B,C,C,Moderate
1871,D,B,D,D,B,C,C,B,C,D,B,B,D,C,B,D,C,B,B,B,C,B,B,C,C,D,C,C,A,B,C,C,C,C,A,Moderate
1872,D,B,C,D,C,C,C,C,D,D,C,B,C,C,C,B,C,B,B,C,A,A,C,A,B,C,C,C,B,C,A,C,C,D,C,Moderate
1873,D,B,A,B,B,D,C,B,D,C,B,D,C,D,B,A,C,C,C,C,B,A,B,A,C,D,D,C,D,D,B,D,B,B,C,Moderate
1874,C,C,C,C,C,C,C,D,B,A,A,C,C,C,C,D,C,B,C,B,D,B,B,B,B,D,C,B,D,B,C,D,C,C,D,Moderate
1875,B,C,C,D,D,B,A,D,C,D,C,B,B,C,C,B,C,C,C,A,B,B,A,D,B,B,B,B,B,B,B,B,D,B,A,Moderate
1876,B,C,B,B,B,C,C,B,B,B,C,B,C,B,B,C,C,B,B,C,B,B,A,A,C,B,B,C,C,C,D,A,C,C,B,Moderate
1877,C,D,B,C,C,B,C,B,C,C,A,D,B,B,B,C,B,B,B,B,C,C,D,A,B,B,B,B,C,B,D,C,B,C,C,Moderate
1878,B,C,B,C,D,C,B,C,B,B,B,C,C,B,B,C,B,C,B,C,C,B,C,C,B,D,C,B,A,B,D,C,C,C,B,Moderate
1879,B,B,C,C,B,D,D,B,D,C,C,B,C,C,B,D,B,D,B,B,B,B,D,C,B,D,B,C,C,C,D,C,A,D,D,Moderate
1880,B,B,A,D,C,B,C,C,C,C,D,A,A,C,D,B,B,B,C,B,D,B,B,B,B,C,D,B,B,B,B,C,C,C,B,Moderate
1881,C,C,D,B,C,A,D,D,B,D,D,B,D,C,D,D,B,B,B,B,C,B,C,D,B,C,B,B,C,B,D,A,C,D,B,Moderate
1882,C,C,B,B,C,C,D,C,B,D,C,C,C,B,B,C,A,B,B,D,B,C,B,B,C,C,A,B,B,D,A,B,B,C,B,Moderate
1883,B,B,D,C,C,B,D,B,B,B,C,C,D,B,C,C,B,D,D,C,C,C,C,C,B,B,A,C,B,C,B,B,B,C,C,Moderate
1884,D,A,C,B,A,D,A,C,A,A,D,A,C,B,D,A,C,B,C,C,B,C,B,A,C,B,B,B,C,C,B,C,C,C,C,Moderate
1885,C,B,B,C,B,D,C,C,B,B,B,B,D,C,B,C,B,B,B,C,C,B,C,B,B,A,A,D,A,B,A,B,C,A,D,Moderate
1886,B,B,C,B,B,A,B,B,B,C,B,C,C,C,C,C,D,B,C,C,D,A,B,B,B,A,C,C,D,B,C,D,A,B,C,Moderate
1887,A,C,D,B,B,C,C,C,C,C,B,A,A,B,C,B,A,B,C,B,B,C,D,A,B,B,C,B,C,D,A,B,C,D,C,Moderate
1888,C,C,B,C,A,B,C,B,A,C,C,A,B,B,C,C,D,C,D,D,C,D,C,D,C,C,C,D,C,D,A,B,A,B,A,Moderate
1889,B,C,B,A,C,B,B,B,B,A,C,B,A,C,C,A,D,B,D,C,B,A,A,C,B,C,C,D,C,B,B,C,B,B,B,Moderate
1890,C,B,B,C,B,B,B,B,B,B,A,B,C,B,C,B,D,B,C,C,D,C,A,C,D,C,B,C,B,C,B,B,C,A,C,Moderate
1891,C,C,C,D,D,C,C,C,C,C,B,B,C,B,C,C,B,B,B,A,B,C,C,C,B,B,B,B,B,C,A,B,C,D,B,Moderate
1892,C,B,B,B,D,B,A,D,D,B,D,A,B,C,B,C,B,D,A,B,D,C,B,C,B,C,B,D,C,C,B,B,C,B,B,Moderate
1893,B,A,C,C,B,B,A,A,C,D,D,D,B,B,B,D,C,B,C,B,B,D,D,A,D,B,C,B,B,C,C,B,C,B,C,Moderate
1894,B,B,B,C,B,B,C,C,B,B,B,C,B,D,D,B,A,C,B,B,A,C,B,C,B,A,B,B,B,B,D,B,A,B,B,Moderate
1895,B,B,C,C,D,C,B,D,C,D,D,C,B,D,C,C,B,C,C,B,B,B,B,A,C,B,D,D,B,C,A,C,C,B,C,Moderate
1896,D,C,C,C,D,C,C,D,B,C,A,B,B,D,C,B,D,B,B,B,B,B,B,B,B,C,D,A,C,C,C,B,B,C,C,Moderate
1897,B,A,B,C,C,B,D,A,B,B,C,A,B,C,D,B,B,A,C,A,B,A,B,D,C,C,B,C,D,B,D,C,B,C,B,Moderate
1898,D,B,D,C,C,C,A,D,C,C,B,C,C,D,A,B,A,C,C,B,B,C,B,D,C,B,C,B,C,B,B,B,B,B,C,Moderate
1899,C,B,C,C,B,D,C,B,C,D,D,D,C,B,A,A,C,C,C,C,A,B,A,A,B,C,B,A,C,B,D,A,B,D,C,Moderate
1900,B,D,C,D,B,C,C,A,C,B,B,D,B,C,C,C,D,B,D,B,C,C,B,C,B,B,C,C,D,D,D,B,B,B,C,Moderate
1901,D,B,A,B,C,B,A,C,B,B,C,C,B,D,C,D,C,C,B,B,C,C,C,C,B,B,C,C,A,A,B,C,A,C,C,Moderate
1902,C,C,D,B,C,C,B,C,C,D,B,C,B,C,B,A,A,B,C,D,D,A,C,C,D,B,B,A,B,B,C,C,C,C,B,Moderate
1903,C,B,D,B,C,D,C,B,B,C,A,B,B,D,D,C,B,B,B,B,B,C,C,B,B,B,B,A,B,B,D,B,C,A,B,Moderate
1904,B,C,C,B,A,B,B,A,B,C,A,C,B,C,D,C,B,C,A,C,B,C,A,B,B,B,D,B,D,B,B,C,A,B,B,Moderate
1905,B,B,A,C,C,C,B,D,B,C,A,D,B,D,B,C,D,B,B,B,C,B,D,C,A,B,C,B,C,C,C,C,D,B,C,Moderate
1906,C,B,D,B,A,C,A,C,B,B,C,C,B,A,B,C,B,A,C,C,B,C,B,C,C,B,D,B,B,B,B,D,D,C,B,Moderate
1907,C,B,C,D,B,B,B,C,D,C,A,C,C,A,B,C,B,B,C,B,D,B,D,B,B,B,B,C,B,C,B,B,C,C,C,Moderate
1908,C,B,A,C,C,B,B,C,D,C,D,B,D,C,D,D,C,B,B,A,B,C,B,C,B,C,B,B,C,D,B,C,C,C,D,Moderate
1909,B,C,C,C,D,C,C,B,B,B,C,D,B,B,B,C,C,D,C,C,C,A,B,B,C,C,C,C,B,B,C,A,C,D,B,Moderate
1910,C,B,C,B,B,B,B,B,C,C,B,C,B,B,D,B,B,D,B,C,C,C,B,D,B,B,B,C,A,C,B,B,B,A,B,Moderate
1911,C,A,B,B,B,C,B,C,C,D,C,B,D,D,C,B,A,B,C,B,A,C,D,B,C,D,B,D,C,B,A,C,D,C,D,Moderate
1912,D,A,B,C,D,B,B,C,C,C,B,B,A,A,B,C,D,B,B,C,C,B,B,C,B,C,B,B,B,C,A,C,C,D,B,Moderate
1913,C,B,C,A,B,A,B,B,C,C,B,B,B,B,B,B,C,C,C,A,D,C,A,B,C,C,D,C,C,D,C,D,D,D,C,Moderate
1914,C,B,D,C,B,B,B,A,C,B,B,C,A,B,B,C,C,C,A,B,C,B,B,B,B,D,B,C,D,C,D,D,C,C,C,Moderate
1915,B,C,B,B,B,C,D,A,C,C,B,B,B,B,A,B,A,C,D,A,C,B,B,D,B,D,C,C,C,A,D,B,B,B,B,Moderate
1916,C,A,B,B,C,B,B,B,B,C,C,A,A,A,A,D,B,D,B,B,C,B,D,D,B,B,B,A,C,B,C,B,C,D,C,Moderate
1917,B,B,C,D,C,B,D,C,D,B,D,C,C,B,B,D,C,B,B,B,D,D,B,D,C,B,C,D,C,B,C,D,C,B,B,Moderate
1918,B,B,A,C,B,A,C,C,C,A,C,C,D,C,C,C,C,A,B,B,C,D,B,B,C,B,C,B,D,C,B,D,B,B,B,Moderate
1919,B,B,B,C,D,D,B,B,C,A,C,D,B,B,B,D,C,D,C,C,B,C,B,B,B,C,B,B,C,D,D,C,D,A,B,Moderate
1920,C,C,D,C,D,C,B,B,D,D,B,A,C,B,B,B,B,C,D,B,B,B,C,D,B,C,B,A,C,B,B,C,C,D,B,Moderate
1921,B,B,B,C,B,B,C,B,C,C,D,C,A,C,A,A,C,A,C,C,C,D,C,C,C,B,C,C,C,B,C,C,C,B,C,Moderate
1922,C,C,B,B,C,B,C,B,D,A,C,B,A,D,B,D,B,C,C,C,C,D,D,B,C,C,C,D,C,B,B,B,C,C,B,Moderate
1923,C,C,B,C,C,C,B,B,C,B,C,D,C,A,D,C,C,A,A,C,C,B,C,D,A,C,C,A,C,B,D,A,C,C,D,Moderate
1924,B,C,C,A,B,B,D,B,D,D,B,A,B,C,B,C,D,A,A,B,D,C,D,D,D,B,A,B,A,C,C,B,B,C,B,Moderate
1925,B,A,A,D,C,B,D,C,B,B,B,B,C,B,B,B,D,B,C,B,B,B,C,C,A,B,B,C,C,D,D,C,C,B,A,Moderate
1926,B,B,C,B,B,A,C,A,B,B,B,C,C,B,C,C,C,B,B,C,C,A,C,C,C,C,B,C,C,A,A,B,B,C,C,Moderate
1927,A,A,B,C,B,B,B,B,C,B,B,A,C,C,C,D,C,B,B,D,C,D,B,B,C,B,C,C,A,C,B,B,C,B,A,Moderate
1928,D,C,C,C,C,C,C,C,B,C,A,D,D,D,B,C,C,B,C,C,C,D,B,A,C,C,B,D,B,B,D,B,C,C,D,Moderate
1929,A,A,A,A,D,B,C,B,C,D,B,D,B,D,C,C,B,A,D,B,A,B,C,B,A,C,C,B,B,B,B,B,C,B,C,Moderate
1930,D,B,B,B,C,A,B,D,C,B,B,B,D,A,C,C,A,A,C,B,A,C,D,C,D,D,B,C,C,C,B,A,A,B,D,Moderate
1931,C,C,D,C,C,C,A,C,B,A,D,B,C,B,B,C,B,A,B,C,C,C,D,B,C,C,D,D,A,B,D,C,C,B,A,Moderate
1932,C,B,C,D,D,B,D,D,C,C,D,B,C,A,B,B,C,C,B,C,B,A,C,B,B,A,C,C,B,A,B,A,B,C,C,Moderate
1933,C,D,C,C,B,D,B,B,D,C,C,C,C,B,B,B,C,C,C,C,B,B,D,C,C,C,B,B,B,A,C,A,D,A,C,Moderate
1934,C,B,C,B,C,B,B,B,B,B,C,A,B,B,C,C,C,B,B,B,B,D,C,B,C,C,B,B,B,B,C,D,C,C,B,Moderate
1935,C,B,D,C,C,C,B,D,D,C,B,B,C,C,C,D,C,C,C,B,A,C,C,B,C,A,B,C,C,D,B,B,B,B,B,Moderate
1936,D,B,A,D,A,C,A,B,B,C,B,B,C,B,B,B,B,B,C,C,A,C,C,B,B,C,B,D,B,B,C,C,C,B,D,Moderate
1937,B,C,B,C,D,A,C,B,C,B,A,B,B,C,B,B,B,C,B,C,A,B,C,D,B,D,C,C,C,C,B,C,A,D,C,Moderate
1938,C,C,C,B,C,A,C,A,B,D,B,A,B,D,B,D,D,B,B,D,C,C,B,C,B,B,A,C,B,B,C,C,B,B,A,Moderate
1939,B,D,D,C,B,D,B,C,B,C,B,D,B,B,A,C,B,B,D,C,A,B,A,B,A,C,C,C,B,C,B,D,B,B,B,Moderate
1940,C,B,C,A,C,B,C,B,C,B,A,B,C,B,B,C,D,C,D,B,C,A,C,B,C,D,D,A,C,B,C,A,C,B,B,Moderate
1941,C,B,D,D,C,B,C,C,C,C,D,B,C,D,C,B,C,C,C,B,D,C,B,B,A,B,D,C,B,B,A,C,B,D,D,Moderate
1942,B,A,B,D,B,C,C,C,B,D,C,B,A,B,C,B,A,B,C,A,B,B,C,B,C,A,D,B,B,C,B,B,B,B,A,Moderate
1943,C,D,B,B,C,B,C,C,C,B,C,D,C,C,C,C,C,B,B,C,D,C,C,B,B,A,C,B,B,C,B,A,A,C,C,Moderate
1944,D,C,B,C,C,A,B,D,B,C,B,B,D,B,D,B,B,D,C,C,C,B,C,B,A,D,C,B,B,B,A,D,C,C,B,Moderate
1945,B,C,C,B,B,B,B,D,B,B,C,B,D,D,B,A,C,B,B,D,C,C,C,D,A,C,B,B,C,D,D,C,D,C,B,Moderate
1946,B,B,C,D,C,C,C,C,C,C,A,B,D,B,C,D,B,B,C,D,B,D,B,D,B,C,C,C,A,C,D,C,C,D,B,Moderate
1947,B,C,C,B,A,C,C,B,D,B,D,B,C,D,C,B,B,D,B,B,C,C,B,B,A,C,B,B,C,B,C,B,B,C,C,Moderate
1948,C,B,B,D,C,C,B,C,B,A,D,B,B,B,B,B,D,C,B,C,B,B,B,B,C,B,B,B,B,A,C,B,B,C,C,Moderate
1949,D,D,C,B,C,C,B,D,B,B,B,C,B,C,B,D,B,B,C,D,C,D,B,D,C,C,D,C,C,C,B,B,B,B,D,Moderate
1950,B,C,C,C,B,C,D,C,C,B,D,C,B,B,B,B,A,B,B,D,D,B,C,D,B,B,C,D,A,C,D,C,A,A,D,Moderate
1951,C,B,A,D,B,A,B,C,B,B,C,B,C,C,C,C,D,D,C,A,D,B,B,C,B,B,B,B,C,D,B,A,B,C,B,Moderate
1952,C,D,C,C,D,D,C,C,B,B,C,D,B,C,B,B,C,D,B,B,C,A,D,B,B,D,B,B,A,B,C,C,B,B,C,Moderate
1953,B,B,B,B,C,B,D,C,C,D,B,A,B,B,B,B,C,D,C,C,D,B,D,B,C,A,D,C,A,B,B,C,B,C,C,Moderate
1954,B,D,B,D,C,C,A,C,B,D,A,B,A,C,C,C,D,D,B,D,B,B,B,C,B,D,B,D,C,C,B,C,D,B,B,Moderate
1955,C,D,B,B,B,C,A,D,B,B,B,B,C,D,C,D,A,C,D,B,C,C,B,C,B,C,B,B,C,C,A,A,C,C,D,Moderate
1956,B,C,B,D,C,B,B,A,B,B,A,D,C,C,B,B,B,C,B,B,C,A,C,B,B,B,B,D,D,D,B,C,A,C,C,Moderate
1957,C,D,B,C,D,D,B,B,C,B,B,C,D,C,D,C,B,B,B,B,C,A,B,B,C,D,B,C,A,C,B,C,B,A,A,Moderate
1958,C,C,B,C,C,D,B,B,D,D,D,C,D,C,C,C,A,C,B,C,D,D,D,B,A,C,D,B,D,D,C,C,D,C,C,High
1959,A,B,C,B,C,B,B,C,C,B,B,A,B,B,B,C,C,C,B,B,B,D,B,A,B,C,B,B,B,A,C,B,B,C,D,Moderate
1960,C,C,D,B,B,A,B,B,D,D,D,B,C,B,A,C,C,C,C,B,D,C,B,C,B,B,B,B,C,C,C,D,C,D,A,Moderate
1961,B,D,B,B,B,B,D,D,B,B,B,C,B,D,D,D,B,B,B,B,C,C,B,C,D,B,A,B,C,B,C,B,C,D,B,Moderate
1962,C,C,B,C,B,C,C,B,A,B,B,C,C,C,B,D,B,C,B,C,A,B,B,C,B,A,C,B,B,B,B,C,C,C,A,Moderate
1963,C,B,B,D,C,C,C,C,B,C,B,B,B,B,B,C,B,D,B,C,C,C,A,B,B,B,C,B,B,C,C,C,B,D,B,Moderate
1964,B,B,C,C,C,B,C,B,D,C,B,C,D,C,D,B,C,B,A,C,C,A,B,B,B,C,B,C,B,B,B,B,B,C,B,Moderate
1965,A,D,C,C,A,A,C,B,B,D,C,C,C,C,A,A,C,D,C,C,C,B,C,B,B,D,C,B,C,C,D,B,C,B,C,Moderate
1966,C,D,C,D,D,B,B,B,B,C,D,C,B,B,B,C,B,C,C,B,C,B,B,C,B,B,C,B,A,B,C,C,B,D,D,Moderate
1967,B,B,B,C,B,D,D,B,B,D,B,B,B,D,B,B,B,B,B,A,C,A,B,B,B,C,C,D,A,A,A,D,C,D,C,Moderate
1968,C,C,B,C,B,D,B,C,C,B,C,C,C,C,B,C,B,B,B,D,B,B,B,C,C,C,A,B,B,B,C,C,B,B,B,Moderate
1969,D,B,A,C,B,A,B,C,B,B,B,C,B,C,C,B,C,B,A,C,B,A,B,B,C,C,B,D,C,D,B,B,C,C,B,Moderate
1970,D,B,D,A,A,B,C,B,C,B,B,B,B,B,B,B,A,B,B,C,B,A,B,B,B,A,D,B,C,C,A,C,B,C,B,Moderate
1971,B,C,A,C,C,B,A,A,B,B,B,C,C,B,D,B,B,A,C,B,B,B,B,C,B,C,C,C,B,B,B,D,A,B,B,Moderate
1972,C,A,B,B,B,C,C,A,A,B,D,C,C,C,C,B,C,C,B,C,A,B,B,C,B,C,C,A,C,C,C,C,D,D,C,Moderate
1973,B,B,B,B,B,B,C,C,B,D,B,C,C,C,B,B,D,D,C,C,B,C,A,A,C,B,B,C,C,C,B,D,B,C,B,Moderate
1974,C,D,C,B,C,C,B,B,B,A,B,C,C,B,C,C,C,B,D,B,C,D,D,B,C,A,B,B,B,B,C,B,D,C,C,Moderate
1975,B,D,C,B,A,B,B,C,B,B,B,C,C,C,A,B,C,B,D,C,B,B,C,B,C,B,C,D,C,D,D,B,C,C,D,Moderate
1976,C,D,B,C,D,D,B,B,C,A,D,B,C,C,C,B,D,B,A,D,B,B,B,B,C,B,A,B,C,B,B,B,B,B,C,Moderate
1977,C,D,B,C,B,B,D,B,B,B,B,C,B,C,B,B,C,B,D,A,C,B,B,A,C,C,B,C,D,C,C,C,B,C,C,Moderate
1978,B,D,C,B,D,B,C,B,A,B,B,C,C,D,B,C,C,B,C,B,B,B,C,A,C,C,A,C,C,D,B,B,D,B,C,Moderate
1979,C,D,A,B,B,C,B,B,C,D,B,B,C,C,C,D,B,D,B,B,C,C,C,B,B,C,B,B,C,D,B,B,B,C,B,Moderate
1980,C,D,A,C,C,B,D,B,A,A,B,A,C,C,C,C,B,B,C,B,B,B,B,D,C,C,B,C,B,B,C,B,D,C,C,Moderate
1981,B,C,C,B,C,B,C,C,C,B,A,C,B,B,D,D,B,C,B,C,C,B,C,B,B,C,C,A,A,D,C,C,B,C,B,Moderate
1982,B,A,C,C,B,C,B,C,C,B,B,C,C,D,C,C,C,B,C,C,B,B,C,B,B,C,A,B,C,C,B,B,A,C,C,Moderate
1983,B,C,B,A,C,B,B,C,A,C,D,C,D,B,C,C,C,D,D,C,B,C,A,C,B,C,B,A,B,C,B,D,C,A,A,Moderate
1984,A,A,C,B,D,C,C,C,C,B,D,B,B,C,B,C,C,C,B,B,C,D,B,C,B,B,A,C,A,B,B,C,C,D,B,Moderate
1985,B,D,C,B,A,B,A,B,C,D,B,B,A,A,B,B,A,A,B,B,C,C,B,A,B,C,D,C,C,B,D,B,C,B,C,Moderate
1986,C,C,D,B,D,B,C,D,A,B,C,A,C,B,A,C,B,C,C,B,A,C,C,B,B,B,A,B,B,B,A,D,B,A,B,Moderate
1987,D,C,C,C,B,C,B,C,C,B,C,A,C,C,B,B,D,B,C,B,B,D,B,B,B,C,B,B,B,A,B,B,A,C,B,Moderate
1988,C,C,C,B,B,B,B,D,D,C,C,B,C,B,A,C,C,D,C,C,C,B,D,B,C,C,B,B,C,C,C,B,C,B,C,Moderate
1989,D,B,D,B,C,C,A,A,A,B,D,B,B,B,C,A,A,A,C,C,D,C,D,A,C,B,D,C,B,D,C,C,B,C,B,Moderate
1990,B,A,A,B,C,B,B,B,C,B,C,C,C,B,C,B,B,D,C,D,C,C,C,C,C,B,D,B,B,B,B,C,C,C,D,Moderate
1991,C,C,D,D,A,B,B,B,B,B,B,B,D,C,D,D,C,C,C,A,B,B,B,A,B,C,A,B,B,D,D,B,B,D,B,Moderate
1992,D,B,C,B,A,C,D,A,C,A,C,B,B,D,B,D,D,C,B,C,B,D,B,C,D,C,B,B,B,B,B,C,B,D,D,Moderate
1993,B,A,C,D,A,A,D,A,B,D,B,D,D,B,C,C,B,D,D,C,C,D,B,D,C,C,B,B,A,A,D,C,B,D,C,Moderate
1994,C,D,D,A,B,A,C,B,A,C,C,A,D,D,D,B,B,C,C,B,B,B,C,D,B,C,B,B,C,B,C,B,B,C,C,Moderate
1995,B,B,C,B,B,B,B,D,B,C,C,D,B,A,C,B,C,B,B,B,C,C,B,B,B,B,C,B,C,B,B,C,A,B,B,Moderate
1996,C,C,D,B,B,C,B,B,C,C,B,B,A,C,D,D,C,C,A,B,D,C,C,B,B,B,B,B,C,B,C,C,B,C,D,Moderate
1997,C,B,C,B,B,C,D,B,B,C,B,D,A,B,B,C,B,B,D,D,D,B,C,D,B,B,D,B,D,B,C,C,B,B,C,Moderate
1998,C,C,D,C,C,B,A,D,C,C,A,C,C,B,C,B,A,C,A,A,B,B,B,B,A,B,D,C,B,C,A,B,A,C,B,Moderate
1999,B,D,B,B,C,B,C,B,B,D,B,A,C,C,B,D,B,D,A,D,C,D,C,B,B,C,C,B,C,D,B,B,C,B,C,Moderate
2000,C,A,D,B,A,D,C,C,B,B,C,B,B,D,B,B,A,C,B,C,C,D,C,D,B,C,A,C,D,B,B,D,B,A,B,Moderate
2001,C,C,B,C,C,B,C,B,B,D,D,C,C,D,C,C,C,B,B,D,B,B,A,D,B,B,B,D,C,B,B,C,A,C,C,Moderate
2002,B,C,C,C,B,C,C,D,C,C,C,B,B,B,B,B,B,C,B,C,D,D,C,B,D,A,A,A,C,D,C,B,B,C,B,Moderate
2003,D,C,B,C,C,D,B,B,D,B,C,C,D,C,D,D,D,B,D,C,B,B,D,B,D,C,A,B,C,B,C,C,A,A,A,Moderate
2004,C,C,D,C,D,A,C,C,B,A,A,B,B,B,B,D,B,C,C,B,B,C,B,C,B,B,B,C,B,C,C,B,B,D,D,Moderate
2005,B,D,B,C,C,B,C,C,B,C,A,D,C,C,B,C,D,B,C,B,C,C,A,C,C,C,B,A,D,B,D,B,C,C,B,Moderate
2006,D,B,B,B,D,B,B,B,B,D,B,C,C,B,B,B,C,C,C,D,C,B,B,B,B,D,C,C,C,D,B,C,B,B,B,Moderate
2007,D,C,C,A,A,C,C,C,A,C,D,D,B,D,B,C,B,B,B,C,B,B,D,C,C,B,C,C,C,C,B,D,B,D,A,Moderate
2008,C,D,D,C,D,D,A,A,A,B,B,D,A,B,C,B,C,B,C,B,C,B,A,C,C,B,B,C,B,D,B,D,B,A,B,Moderate
2009,C,A,B,D,B,C,C,B,B,C,B,C,D,D,A,B,D,C,B,D,B,A,D,B,C,C,A,C,B,A,B,B,C,D,D,Moderate
2010,D,A,B,B,D,B,B,D,B,A,C,B,B,A,B,C,C,B,C,B,D,C,C,C,B,C,B,B,D,C,B,C,A,B,C,Moderate
2011,B,C,A,C,B,C,A,D,C,D,C,A,B,B,A,B,D,C,B,C,C,B,C,A,B,B,C,C,B,C,B,A,B,A,C,Moderate
2012,B,D,D,A,B,C,C,C,C,B,C,B,C,B,B,B,B,C,C,C,C,A,C,B,C,C,C,D,B,B,B,C,B,C,C,Moderate
2013,B,B,A,C,C,B,A,C,C,A,A,D,B,D,B,C,D,B,B,C,D,A,C,C,C,D,D,C,B,A,C,D,B,B,C,Moderate
2014,C,C,C,B,B,B,D,B,B,B,B,C,C,C,C,C,C,C,B,B,B,B,C,B,A,B,C,C,B,D,B,C,B,B,D,Moderate
2015,C,C,C,D,C,B,C,A,C,B,C,B,C,C,B,D,D,B,A,D,C,B,A,C,B,C,C,B,C,A,C,C,D,C,D,Moderate
2016,A,C,A,C,A,B,C,C,A,B,C,B,C,A,C,C,D,B,B,B,B,B,C,D,A,B,C,B,C,C,B,B,D,B,B,Moderate
2017,C,D,A,B,D,D,D,B,B,B,D,B,B,D,A,B,C,B,C,B,A,D,B,D,B,C,B,A,B,B,C,B,B,C,B,Moderate
2018,C,C,B,C,B,B,B,B,C,C,B,C,C,B,B,C,D,C,C,D,B,C,C,B,B,A,D,A,C,B,D,C,C,D,B,Moderate
2019,B,B,B,B,D,B,C,D,A,B,C,D,B,B,B,D,B,A,C,C,B,C,C,D,B,B,B,B,D,B,B,B,D,C,D,Moderate
2020,D,B,A,D,C,D,C,B,A,C,B,A,C,A,D,B,C,A,C,D,C,B,D,B,C,B,B,B,B,C,A,B,C,B,B,Moderate
2021,D,C,B,C,B,D,B,B,C,B,D,B,C,B,C,A,A,B,C,C,B,C,C,B,B,C,D,D,B,C,B,C,C,B,C,Moderate
2022,B,D,D,C,C,A,D,B,C,B,A,A,B,A,C,D,B,A,B,D,B,C,C,C,A,B,A,C,B,B,C,C,B,B,B,Moderate
2023,C,B,C,B,C,B,C,B,A,C,A,D,C,B,C,B,B,C,B,B,D,D,C,C,A,B,B,C,C,B,A,A,D,B,B,Moderate
2024,B,B,C,C,B,B,D,C,B,B,B,B,B,D,B,C,B,C,D,C,A,C,D,C,C,B,D,A,D,B,B,B,C,C,A,Moderate
2025,A,D,C,C,A,C,B,B,B,A,C,B,B,D,B,B,C,B,C,B,C,D,B,B,B,C,C,C,B,C,B,C,C,C,C,Moderate
2026,B,A,D,C,D,B,C,C,B,C,D,D,B,B,A,B,B,D,A,D,D,A,D,B,C,B,B,B,B,C,C,C,B,B,C,Moderate
