ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1937,B,A,A,A,C,D,C,C,B,D,D,B,C,D,C,A,A,C,B,C,B,B,A,B,B,D,D,C,B,A,A,A,C,C,B,Moderate
1938,B,C,D,A,B,C,C,C,C,B,A,A,C,B,B,C,C,D,B,B,C,C,B,C,B,A,B,B,B,D,C,A,C,C,C,Moderate
1939,B,B,A,A,C,B,B,B,B,C,C,B,C,C,B,A,B,C,C,B,A,B,B,C,C,B,B,B,C,B,D,D,D,C,B,Moderate
1940,C,B,B,B,C,D,B,B,C,B,B,B,B,B,B,C,C,B,C,C,C,A,A,B,B,C,B,C,A,A,B,C,C,D,C,Moderate
1941,B,C,B,B,C,B,B,B,B,A,B,B,A,C,B,C,B,C,A,B,C,D,D,B,C,C,B,B,C,D,B,D,B,D,C,Moderate
1942,B,C,B,B,C,B,C,B,C,B,B,B,B,A,A,C,B,B,D,B,B,C,C,B,C,B,C,B,D,C,C,C,B,C,D,Moderate
1943,C,C,C,C,D,A,A,C,B,B,C,B,C,C,A,B,B,C,B,A,C,C,B,B,C,B,C,D,C,C,C,B,B,B,D,Moderate
1944,C,B,C,C,D,C,C,A,C,C,B,C,B,B,D,A,B,B,C,B,B,B,D,B,A,C,C,C,C,D,B,A,B,C,B,Moderate
1945,C,B,A,D,C,C,D,C,B,B,B,C,C,C,B,D,C,B,C,B,D,D,D,B,C,B,A,B,B,B,C,D,C,C,B,Moderate
1946,B,C,C,A,A,C,B,C,B,C,B,B,B,B,C,B,B,B,A,B,B,B,C,D,A,C,D,B,C,B,C,D,C,C,C,Moderate
1947,B,D,D,B,B,D,C,D,D,C,C,D,B,C,C,B,C,B,C,D,D,D,C,C,B,B,D,C,B,C,D,D,A,D,B,High
1948,C,A,B,C,A,C,B,C,B,C,B,C,B,A,C,C,D,B,D,C,A,C,A,C,B,D,C,C,B,D,B,D,C,D,A,Moderate
1949,B,B,C,C,C,D,C,A,B,C,C,A,C,A,B,B,B,B,B,C,A,A,D,B,D,B,C,D,A,C,B,C,C,C,D,Moderate
1950,C,C,C,B,B,C,A,B,A,D,D,B,D,B,B,C,B,C,D,B,B,B,A,C,B,C,B,B,C,A,B,C,B,B,B,Moderate
1951,C,B,C,B,B,B,C,B,D,C,C,B,C,B,A,B,A,C,C,C,C,B,D,C,C,A,B,C,B,D,B,B,C,B,B,Moderate
1952,C,A,C,C,B,A,D,C,B,A,D,C,C,C,B,A,A,B,C,B,D,D,A,B,B,B,D,D,B,B,B,C,B,D,B,Moderate
1953,D,B,A,C,D,C,B,C,B,C,C,B,C,B,D,C,C,C,D,B,B,B,B,C,C,C,B,C,C,C,B,B,C,C,D,Moderate
1954,C,C,D,B,B,D,B,B,B,B,D,C,C,D,B,C,B,C,D,B,B,A,B,B,B,B,C,C,C,C,B,B,B,B,C,Moderate
1955,B,B,C,D,B,C,B,B,C,C,C,C,C,B,C,C,C,C,B,B,B,B,B,B,A,A,C,A,B,B,B,B,B,B,B,Moderate
1956,B,B,C,C,B,A,C,B,C,B,C,B,D,B,B,C,B,C,B,A,D,D,D,B,C,B,B,D,C,C,A,C,B,B,C,Moderate
1957,D,C,C,B,A,B,B,B,A,B,B,B,B,D,B,C,C,B,A,A,A,A,C,B,A,B,B,B,D,D,A,D,A,D,D,Moderate
1958,C,D,B,B,A,C,D,C,C,C,C,B,C,C,B,A,B,C,A,C,B,B,C,C,C,B,B,B,B,B,C,C,C,C,B,Moderate
1959,B,B,C,C,C,B,C,A,C,B,B,C,B,B,C,B,C,C,D,C,C,C,B,C,C,C,B,C,B,B,D,B,C,B,C,Moderate
1960,A,D,D,B,B,C,A,B,C,C,C,D,C,C,B,A,C,C,C,C,D,B,D,C,B,B,B,B,C,C,B,D,C,B,D,Moderate
1961,B,C,B,B,D,B,C,C,B,C,C,C,D,C,C,B,C,C,B,D,A,C,B,B,B,B,B,C,C,C,D,D,D,A,C,Moderate
1962,C,D,C,C,C,B,C,D,B,D,B,C,C,C,A,C,C,B,B,C,B,B,C,B,A,D,C,D,B,A,C,A,B,C,C,Moderate
1963,A,B,C,B,C,B,B,B,B,C,B,B,D,D,B,C,B,A,C,C,D,B,B,B,A,B,B,C,D,B,C,C,B,D,B,Moderate
1964,B,A,B,B,C,B,C,B,B,B,C,C,B,B,D,B,B,A,C,C,C,C,B,C,B,B,A,C,B,B,C,C,A,B,B,Moderate
1965,D,C,B,A,B,D,B,B,D,B,B,C,B,B,A,C,B,D,B,C,B,B,C,B,B,B,C,B,B,B,A,C,B,A,D,Moderate
1966,C,D,D,C,D,B,B,B,C,D,C,D,C,C,B,B,B,D,B,B,D,C,C,B,C,D,C,C,B,B,B,B,C,B,A,Moderate
1967,C,D,A,C,B,D,C,B,A,B,B,C,B,B,B,D,B,B,C,B,B,D,C,C,B,B,C,A,B,B,A,B,C,C,C,Moderate
1968,D,B,A,D,B,B,C,B,D,C,B,A,C,C,C,C,A,B,D,B,D,C,B,A,B,B,C,C,B,B,C,D,D,B,C,Moderate
1969,C,C,D,B,B,D,B,B,B,C,A,D,B,B,C,C,D,B,C,C,C,B,B,A,B,B,C,D,C,A,C,B,B,D,B,Moderate
1970,D,D,B,B,C,D,A,C,B,C,C,D,D,D,C,C,D,B,D,B,D,C,B,A,B,A,B,B,D,B,D,D,D,D,C,Moderate
1971,B,A,A,B,A,B,D,B,D,B,B,B,C,C,C,B,B,C,D,C,C,D,B,B,A,B,B,B,C,A,C,C,B,C,B,Moderate
1972,B,A,C,D,B,B,C,B,D,B,C,C,C,C,D,B,B,C,B,D,D,B,A,A,B,B,B,B,A,B,B,B,A,B,B,Moderate
1973,D,A,B,B,C,B,B,C,D,D,D,B,A,B,B,A,B,A,C,C,A,C,C,D,B,C,D,B,C,A,C,C,C,C,D,Moderate
1974,B,B,B,A,B,B,C,A,A,D,B,C,C,B,B,C,D,C,D,C,C,D,C,B,C,C,C,C,B,C,B,B,B,C,D,Moderate
1975,A,D,C,B,B,B,B,B,C,C,B,B,D,B,A,C,A,C,D,A,B,B,D,A,B,C,C,B,D,B,B,B,B,C,B,Moderate
1976,B,C,C,B,B,C,B,B,D,A,D,B,C,C,B,B,C,B,B,D,C,B,B,B,B,A,B,B,C,C,A,C,C,C,B,Moderate
1977,B,B,D,B,A,A,C,C,D,B,C,D,C,C,B,B,C,C,B,B,D,D,B,C,D,D,D,B,B,B,B,D,C,B,C,Moderate
1978,C,D,B,D,C,C,C,C,D,C,B,C,C,C,B,D,D,B,D,B,C,D,D,B,B,D,B,B,C,B,C,B,A,B,B,Moderate
1979,B,B,A,C,B,B,B,B,C,A,D,D,B,C,C,C,D,B,B,B,B,B,C,D,B,D,B,B,D,B,C,C,C,D,C,Moderate
1980,B,B,C,C,A,C,C,C,D,D,C,C,A,C,C,D,B,B,C,B,B,B,B,C,C,C,C,C,B,B,B,D,B,C,B,Moderate
1981,C,C,D,B,B,A,D,C,C,C,C,A,B,C,A,B,B,C,C,C,C,B,D,B,D,C,C,A,C,B,B,C,B,C,C,Moderate
1982,B,B,B,C,B,A,B,B,B,B,C,A,C,C,C,C,B,B,B,A,D,C,B,D,C,C,C,B,C,C,B,C,C,C,C,Moderate
1983,A,B,A,D,C,B,B,C,C,B,C,B,B,C,B,A,D,A,B,C,C,C,D,B,B,B,C,C,D,C,C,B,C,B,C,Moderate
1984,B,C,B,C,B,C,C,A,C,D,C,B,C,C,A,C,B,C,B,D,D,C,C,B,D,D,B,C,B,C,B,B,B,C,C,Moderate
1985,C,C,C,C,B,B,B,A,D,C,D,B,B,C,B,B,B,B,D,C,C,B,D,B,A,A,C,C,C,B,B,B,C,C,C,Moderate
1986,C,B,B,A,C,C,D,D,D,A,C,B,B,B,C,D,B,B,B,A,B,B,B,C,B,D,B,D,B,B,D,C,B,C,D,Moderate
1987,B,D,A,C,B,C,C,C,C,C,B,D,A,C,C,B,C,B,B,D,C,B,D,D,C,C,D,B,C,B,B,D,B,C,A,Moderate
1988,B,A,A,C,C,D,C,B,B,C,B,B,D,D,B,C,B,A,A,C,C,C,C,C,D,B,D,A,D,C,B,C,B,C,B,Moderate
1989,B,B,A,C,D,D,B,B,C,C,C,A,D,D,C,B,C,D,C,C,B,B,D,C,D,D,C,C,C,D,B,C,A,C,C,Moderate
1990,B,D,B,B,C,D,A,B,B,C,B,C,B,A,A,B,C,B,C,C,B,B,B,B,C,C,C,C,B,C,C,B,B,B,D,Moderate
1991,C,B,C,C,C,C,C,C,C,C,B,B,A,B,B,B,B,B,A,B,D,B,C,C,B,B,A,A,A,B,C,D,B,B,B,Moderate
1992,B,B,B,B,B,B,C,C,D,C,C,B,C,B,B,B,C,C,D,D,D,C,B,C,B,C,C,C,B,B,B,C,B,A,C,Moderate
1993,C,B,C,C,B,B,C,B,A,C,C,C,C,C,B,B,C,C,C,D,B,B,B,B,B,C,B,D,C,C,B,B,B,C,D,Moderate
1994,B,B,B,C,D,A,B,B,D,C,C,A,B,C,C,B,D,B,C,C,C,B,D,C,B,A,C,B,D,B,C,C,C,C,A,Moderate
1995,C,C,B,B,B,D,A,B,B,B,C,C,B,D,D,B,D,B,C,C,B,D,C,A,C,C,B,C,B,D,C,C,B,A,D,Moderate
1996,D,C,A,B,C,B,A,D,B,C,A,B,C,C,A,C,D,A,B,D,B,B,C,B,B,B,B,C,B,A,C,C,B,B,B,Moderate
1997,B,C,C,C,C,B,C,B,C,B,D,C,B,B,C,C,C,B,B,C,D,C,B,C,D,D,B,D,C,B,B,B,B,B,D,Moderate
1998,B,B,C,B,C,A,B,B,C,D,B,B,D,C,D,B,C,C,B,A,A,B,B,C,B,B,C,C,D,B,B,A,B,A,D,Moderate
1999,C,C,A,A,C,B,B,C,C,B,B,B,C,C,B,B,C,B,B,C,B,C,C,D,B,D,C,C,B,B,B,C,C,C,B,Moderate
2000,C,D,B,B,A,C,C,C,B,B,C,B,A,B,C,D,B,B,B,B,C,D,C,A,C,C,B,C,D,B,C,B,A,D,B,Moderate
2001,C,C,C,B,C,A,B,D,D,B,D,B,B,B,B,D,B,C,B,B,B,B,B,B,B,B,A,B,C,C,C,C,B,B,D,Moderate
2002,A,A,A,D,B,D,C,B,B,B,C,C,C,B,C,A,C,C,B,C,B,C,C,A,B,B,C,C,D,B,C,B,B,B,B,Moderate
2003,A,B,B,B,C,B,B,B,B,B,D,A,C,B,B,B,B,B,A,B,D,C,D,B,D,D,B,C,D,C,D,C,B,D,D,Moderate
2004,A,D,B,C,C,D,C,B,B,C,B,B,D,B,A,B,C,C,B,A,B,B,C,B,B,D,B,B,D,B,B,D,C,A,B,Moderate
2005,C,A,B,B,B,B,B,A,B,A,D,B,C,C,C,D,C,A,C,D,C,C,B,B,B,B,C,B,B,B,B,C,C,A,C,Moderate
2006,C,B,B,D,B,D,C,D,A,B,B,B,B,B,B,C,B,B,B,B,C,C,D,B,C,B,C,B,C,C,B,C,C,C,B,Moderate
2007,B,A,B,C,C,B,B,D,C,D,C,A,B,D,D,B,C,B,B,B,A,C,B,B,C,D,B,B,C,C,B,C,A,B,D,Moderate
2008,B,C,C,C,B,A,B,C,C,B,B,C,B,D,B,B,C,B,B,D,C,A,B,C,B,B,C,C,C,B,B,B,B,C,C,Moderate
2009,A,B,B,C,D,B,C,B,C,C,A,D,C,C,C,A,B,C,C,C,D,C,C,A,C,B,D,C,C,B,A,B,B,B,B,Moderate
2010,B,B,D,B,B,C,B,B,C,B,D,C,B,B,B,C,C,C,D,C,D,C,C,C,A,C,B,B,B,A,C,B,C,B,D,Moderate
2011,B,B,B,B,B,B,C,C,A,B,C,B,C,C,C,D,D,D,C,C,A,A,D,B,C,B,D,B,B,B,B,C,C,C,B,Moderate
2012,B,D,B,B,A,A,B,C,C,B,D,D,A,A,C,B,D,C,C,C,B,A,C,D,C,D,B,A,B,C,C,B,C,D,C,Moderate
2013,B,D,C,C,A,A,B,B,D,B,C,D,B,C,C,B,A,C,D,B,C,C,B,C,B,B,A,B,B,B,C,B,A,B,C,Moderate
2014,A,C,B,C,B,C,C,B,B,B,B,D,A,C,C,C,C,B,B,C,B,B,B,B,B,C,B,B,C,D,D,C,A,C,B,Moderate
2015,C,C,C,B,C,C,B,B,C,C,D,C,B,C,C,C,C,C,C,B,B,B,A,C,C,B,C,B,A,C,B,B,B,B,C,Moderate
2016,C,B,C,B,C,B,B,B,C,C,C,D,B,B,B,B,B,C,C,B,C,C,B,C,C,B,D,A,D,D,C,B,B,B,B,Moderate
2017,A,B,D,C,C,B,C,B,B,C,C,C,C,C,C,A,C,A,B,B,B,C,C,D,D,B,C,B,D,C,D,B,B,C,A,Moderate
2018,C,C,C,A,B,D,B,C,C,D,B,B,A,C,C,D,D,C,C,C,B,B,B,C,D,A,A,B,B,C,C,B,B,B,B,Moderate
2019,B,B,B,B,B,B,B,C,B,B,B,B,B,C,D,C,B,B,B,C,A,C,A,C,D,D,C,C,B,C,C,A,C,B,B,Moderate
2020,C,A,A,C,C,C,B,D,A,B,B,C,D,D,D,D,A,B,C,A,D,B,D,B,A,B,B,B,C,C,B,C,B,A,B,Moderate
2021,C,C,B,B,A,B,D,B,C,C,D,C,D,C,A,C,C,B,C,B,C,B,B,A,C,C,D,C,C,B,C,C,C,B,D,Moderate
2022,B,B,B,B,A,C,B,C,C,B,D,B,B,C,C,B,D,C,B,A,C,C,D,B,C,B,C,B,B,B,B,B,C,B,A,Moderate
2023,C,B,A,B,B,C,D,C,B,C,A,C,A,B,C,B,C,C,A,C,C,B,C,B,B,A,C,C,A,D,A,D,B,C,B,Moderate
2024,C,D,D,A,B,B,B,C,D,C,C,C,C,D,B,C,B,B,C,B,C,D,B,B,A,C,C,B,B,B,A,B,C,B,B,Moderate
2025,D,B,C,B,B,C,D,C,B,A,A,B,A,B,C,B,B,B,C,C,C,B,C,D,C,B,C,C,D,D,D,D,B,B,D,Moderate
2026,D,B,C,C,D,B,C,B,C,A,D,C,B,A,C,B,C,B,B,C,C,C,B,B,C,C,B,D,D,B,C,B,C,C,B,Moderate
2027,B,B,C,C,A,A,B,C,B,B,C,C,A,C,C,C,D,B,C,C,B,B,C,B,D,C,B,B,C,C,C,B,D,D,B,Moderate
2028,D,A,B,B,C,C,D,C,C,C,B,C,D,B,D,B,C,C,C,B,B,B,A,C,C,C,B,C,B,A,A,C,B,B,B,Moderate
2029,B,C,A,B,B,B,D,B,B,D,D,C,C,A,D,B,B,C,B,B,B,D,C,B,B,C,C,C,D,B,B,B,B,B,A,Moderate
2030,C,C,C,B,C,B,C,B,D,C,B,C,B,B,B,A,B,D,D,A,B,D,B,C,D,B,B,B,C,C,B,C,B,B,D,Moderate
2031,B,B,C,C,C,C,C,B,B,B,D,B,D,B,D,A,B,C,C,C,A,C,B,C,B,D,C,C,A,A,B,B,C,C,B,Moderate
2032,C,C,C,C,B,C,B,D,B,C,B,B,C,A,B,B,C,A,C,D,B,B,A,D,A,C,A,B,A,B,C,C,D,B,B,Moderate
2033,A,B,C,C,C,B,C,D,D,C,A,B,D,B,A,C,C,C,C,B,C,B,A,B,B,C,B,A,C,B,C,B,B,B,B,Moderate
2034,B,D,B,C,C,C,A,A,D,B,B,D,D,B,C,B,C,C,B,B,D,A,B,C,C,C,C,A,C,A,B,D,D,D,D,Moderate
2035,C,B,C,B,C,A,C,B,D,C,B,B,D,B,C,C,B,C,C,A,C,B,C,B,B,B,B,B,D,D,C,C,B,C,B,Moderate
2036,C,B,B,D,B,B,C,D,C,C,C,A,C,B,B,C,B,D,B,C,B,B,B,C,A,A,C,B,C,A,B,B,C,C,C,Moderate
2037,C,D,C,A,D,B,C,B,A,B,B,C,A,A,B,B,B,C,B,D,B,B,B,B,C,D,C,D,C,C,B,B,C,C,A,Moderate
2038,B,B,C,B,C,B,C,B,C,B,A,C,C,B,C,D,C,B,B,C,B,A,B,D,C,B,B,C,C,B,B,B,C,B,B,Moderate
2039,C,C,B,C,D,B,B,C,C,C,B,A,B,C,C,B,C,B,D,B,B,C,C,A,C,C,C,B,B,C,A,C,D,C,B,Moderate
2040,B,B,B,C,B,B,A,B,A,B,C,C,B,D,D,C,A,C,D,D,C,C,B,C,B,C,D,C,B,D,B,B,B,B,D,Moderate
2041,B,C,B,C,C,C,B,D,C,C,D,B,C,C,C,C,B,D,B,C,B,C,B,B,B,D,C,B,D,B,D,A,D,B,B,Moderate
2042,C,C,B,C,C,A,C,C,C,C,B,B,B,C,C,C,B,A,C,C,C,C,B,A,D,D,D,D,C,C,B,B,A,D,C,Moderate
2043,C,D,B,B,C,C,B,B,C,C,B,C,C,D,D,D,B,D,C,C,D,D,B,B,B,C,D,C,C,C,C,D,A,B,B,Moderate
2044,B,C,B,C,B,A,C,B,C,A,C,C,B,D,C,C,C,D,B,C,C,C,A,B,C,C,D,D,B,D,C,C,B,C,C,Moderate
2045,C,C,A,D,D,C,B,B,A,B,D,B,C,B,D,B,D,B,D,B,B,C,A,B,C,B,C,D,D,B,B,C,B,B,C,Moderate
2046,B,C,C,C,B,C,D,B,B,C,D,B,B,C,A,B,B,B,D,D,B,A,C,D,A,C,B,B,B,B,B,C,A,C,C,Moderate
2047,B,A,B,C,C,C,B,B,C,C,B,C,B,B,D,C,B,B,B,B,C,B,B,B,B,B,D,B,A,B,B,D,B,C,C,Moderate
2048,C,B,D,C,A,C,B,C,D,C,B,B,B,B,A,B,C,B,B,B,D,C,B,B,C,B,C,D,C,C,B,B,C,B,B,Moderate
2049,B,B,D,C,C,C,C,B,D,C,B,B,B,D,A,C,D,B,A,D,B,D,B,C,A,C,B,B,D,B,D,B,C,B,C,Moderate
2050,B,D,C,A,D,C,C,C,D,C,D,B,C,C,B,C,B,D,D,D,C,D,C,D,A,A,D,B,A,B,A,B,C,C,B,Moderate
2051,D,B,B,A,C,D,B,A,D,C,D,C,B,C,A,C,B,A,B,B,A,B,B,C,D,B,C,B,B,C,C,D,D,B,C,Moderate
2052,D,A,B,D,B,B,D,C,D,B,C,B,B,D,C,C,B,B,B,B,C,C,D,A,B,B,B,C,B,B,B,C,D,B,C,Moderate
2053,C,C,C,C,D,B,C,C,C,B,B,B,A,A,D,C,B,B,D,B,D,B,B,B,B,C,C,B,B,B,B,C,B,C,A,Moderate
2054,C,C,C,A,C,B,C,C,C,B,C,B,C,B,C,B,B,C,B,A,C,C,D,A,B,D,B,B,B,B,D,B,B,B,D,Moderate
2055,C,A,C,C,B,B,B,D,C,C,C,A,B,B,C,C,C,A,A,C,B,C,C,B,C,B,B,C,C,B,B,B,B,A,D,Moderate
2056,B,B,C,B,C,C,A,B,B,C,C,C,C,C,C,B,B,D,B,C,B,A,D,A,A,B,A,A,B,C,C,B,C,C,C,Moderate
2057,A,C,C,A,C,C,B,B,C,C,C,C,C,B,C,B,B,C,C,C,B,C,D,B,D,C,D,C,B,D,C,C,D,C,C,Moderate
2058,B,C,C,C,B,B,B,B,C,C,A,C,C,B,B,A,C,C,C,D,B,B,B,C,C,C,B,C,B,C,B,C,A,B,B,Moderate
2059,B,A,D,B,B,C,B,B,C,C,C,C,B,C,B,C,D,C,C,B,B,B,B,B,A,D,C,B,C,B,C,B,C,C,B,Moderate
2060,C,B,B,B,D,B,B,C,B,D,C,D,D,A,C,B,C,D,C,B,B,C,B,C,A,B,B,C,B,B,A,C,C,D,B,Moderate
2061,B,C,B,A,B,C,B,B,C,B,C,C,A,B,A,A,C,D,B,B,B,C,A,C,B,C,A,B,D,D,C,B,D,A,C,Moderate
2062,C,C,C,C,B,C,C,B,C,D,C,C,B,C,D,C,B,D,C,A,A,B,C,C,C,C,C,C,C,D,A,B,D,B,D,Moderate
2063,D,C,C,B,B,B,B,C,B,B,B,C,C,D,B,D,C,C,B,C,C,C,C,C,D,B,D,A,B,C,C,B,C,C,B,Moderate
2064,A,C,A,C,B,B,C,D,C,A,B,C,D,D,C,B,B,C,A,B,B,B,B,C,C,B,B,C,D,B,C,B,D,C,B,Moderate
2065,B,D,A,B,B,C,C,B,D,C,C,D,B,C,B,D,C,B,B,C,B,C,B,C,B,B,D,A,C,B,D,B,C,B,A,Moderate
2066,C,C,D,A,B,B,B,B,C,B,B,C,B,D,A,A,D,B,B,B,C,C,B,A,B,D,C,B,A,C,D,D,B,D,B,Moderate
2067,C,C,C,B,B,B,C,B,B,B,C,D,A,A,C,D,C,D,C,D,B,C,C,C,D,B,B,B,D,B,C,C,C,C,B,Moderate
2068,B,C,B,C,C,C,C,B,A,C,D,A,B,B,B,C,B,A,B,C,B,A,B,A,A,B,C,D,C,A,C,B,A,B,B,Moderate
2069,A,C,B,B,B,C,B,C,C,C,C,B,C,B,B,B,A,B,C,A,C,D,C,C,B,D,C,A,B,C,A,A,D,B,B,Moderate
2070,B,B,A,B,C,C,B,C,C,D,C,C,B,D,C,B,B,B,A,C,B,D,B,A,B,D,C,C,B,C,B,C,C,C,C,Moderate
2071,C,D,D,B,C,B,B,C,B,C,B,B,D,B,A,B,B,C,B,D,C,C,A,C,D,D,C,A,D,A,C,C,C,B,B,Moderate
2072,D,B,C,B,C,D,C,C,B,B,C,C,D,C,C,B,D,D,D,A,B,B,B,D,B,B,C,C,D,C,C,C,B,C,B,Moderate
2073,C,C,C,C,A,B,B,C,A,B,C,C,C,B,C,B,A,B,C,B,B,A,D,C,B,B,B,A,D,B,B,B,C,D,B,Moderate
2074,C,C,B,B,C,B,B,C,C,C,B,C,B,B,C,C,D,B,B,D,A,B,B,A,C,D,D,B,C,C,B,C,B,D,B,Moderate
2075,B,C,B,B,A,B,B,B,B,B,B,B,C,C,B,C,B,C,A,A,B,D,B,B,B,B,B,C,C,B,A,A,B,B,D,Moderate
2076,B,A,B,C,B,B,B,C,B,C,B,C,C,A,C,C,B,B,C,B,B,C,C,D,B,B,C,B,B,B,D,B,C,B,C,Moderate
2077,A,B,C,D,C,A,B,A,A,A,C,B,B,B,D,A,B,C,C,A,D,D,B,B,B,B,C,C,B,B,C,B,B,B,B,Moderate
2078,C,B,D,D,B,B,D,D,C,B,C,C,C,D,D,B,B,B,C,B,D,D,B,B,B,C,B,D,C,C,B,B,C,D,D,Moderate
2079,B,C,D,B,C,B,D,A,B,A,C,B,C,C,C,B,D,B,B,B,A,B,C,D,C,C,B,D,C,B,C,C,C,B,A,Moderate
2080,D,B,C,B,C,B,B,C,B,C,B,B,B,B,C,C,C,A,B,B,D,B,B,B,B,D,B,B,B,D,B,B,D,D,C,Moderate
2081,B,D,C,C,D,C,C,B,B,A,B,B,C,B,B,B,B,B,A,A,C,C,D,D,D,C,B,B,C,C,C,A,C,C,B,Moderate
2082,B,C,A,B,C,B,D,A,B,C,C,C,C,B,B,D,B,B,D,C,A,C,B,B,C,D,B,C,C,B,C,C,B,A,D,Moderate
2083,A,B,D,C,C,C,A,C,B,D,B,C,C,C,B,C,C,B,B,C,B,B,D,A,B,B,C,A,B,C,B,A,A,B,A,Moderate
2084,C,D,B,B,C,C,C,B,B,B,C,B,B,C,B,D,B,B,C,C,B,A,B,C,B,C,B,D,B,C,C,C,B,C,A,Moderate
2085,B,B,D,B,A,B,C,C,D,B,A,D,D,C,C,C,C,C,D,C,C,B,B,C,B,D,C,B,B,B,B,B,C,C,C,Moderate
2086,A,A,C,B,B,D,C,D,D,C,C,D,B,C,B,B,B,B,B,C,D,D,A,B,C,C,B,C,D,A,B,C,B,D,D,Moderate
2087,B,D,D,C,D,C,C,B,D,C,B,C,D,A,B,A,A,C,C,B,A,B,D,C,C,A,D,C,C,D,C,A,C,A,B,Moderate
2088,A,C,B,A,B,B,C,C,C,B,B,B,B,C,C,B,D,A,B,C,B,C,C,C,C,B,B,D,A,B,C,C,C,D,B,Moderate
2089,C,B,C,D,A,C,B,C,D,B,C,C,B,B,A,C,C,B,B,C,B,D,B,B,D,C,B,B,B,D,B,B,C,C,B,Moderate
2090,C,B,C,C,B,C,C,B,C,B,D,B,B,B,B,C,B,B,D,B,A,B,C,C,C,B,D,B,B,D,D,D,A,C,D,Moderate
2091,A,A,B,A,D,A,B,C,B,B,C,B,C,D,B,C,B,C,C,C,B,D,D,B,D,B,D,B,B,C,C,B,C,C,D,Moderate
2092,A,D,C,C,B,C,B,D,C,C,C,C,B,C,B,B,A,B,D,C,D,C,B,D,A,D,C,B,D,D,C,A,B,C,B,Moderate
2093,C,C,C,B,B,B,A,C,C,B,D,B,B,B,C,D,B,A,B,B,A,B,C,B,B,C,C,C,D,D,C,C,B,C,B,Moderate
2094,C,D,C,A,B,B,B,D,B,B,B,B,C,B,B,B,D,B,B,B,D,D,B,B,B,C,C,D,C,D,C,C,B,C,D,Moderate
2095,B,C,B,A,D,B,C,C,C,B,D,C,D,C,C,B,D,B,A,C,C,C,B,A,B,C,B,B,C,D,D,C,B,A,B,Moderate
2096,D,C,C,C,D,B,C,C,C,A,A,C,B,C,D,C,B,B,B,D,C,B,B,C,B,A,B,C,C,B,B,B,D,D,C,Moderate
2097,B,C,A,B,C,C,D,B,C,A,D,C,C,B,C,C,C,B,B,C,B,B,B,C,D,B,C,B,B,C,B,B,B,C,C,Moderate
2098,B,C,B,A,B,D,C,C,C,B,B,B,C,B,B,B,C,B,D,C,C,D,B,B,B,C,D,B,B,B,A,B,C,C,D,Moderate
2099,B,B,A,B,C,A,D,C,C,C,C,D,C,C,C,B,A,A,D,A,A,B,D,C,B,C,C,B,C,B,B,B,C,C,B,Moderate
2100,C,A,A,C,B,B,C,B,A,B,A,C,C,A,A,B,A,B,C,C,B,B,C,D,C,B,B,C,B,A,C,C,B,A,D,Moderate
2101,B,B,D,B,C,B,B,C,B,D,B,C,D,B,C,C,A,A,B,B,A,C,A,C,B,C,C,B,B,C,D,B,C,C,D,Moderate
2102,B,A,C,C,D,D,C,A,C,B,B,B,B,B,C,B,D,B,C,B,C,C,B,A,C,C,B,B,B,B,C,C,C,B,D,Moderate
2103,A,A,B,B,C,D,D,B,B,C,B,C,C,B,B,D,D,B,B,C,C,C,B,C,C,C,C,C,B,C,B,B,A,D,B,Moderate
2104,C,B,B,B,B,B,A,B,B,C,A,C,D,C,B,B,B,B,B,B,B,B,B,B,C,B,B,A,B,C,B,C,A,C,B,Moderate
2105,D,B,C,B,C,C,A,B,B,B,A,C,B,B,D,B,C,B,C,C,D,A,B,B,B,B,D,A,A,B,B,B,C,C,C,Moderate
2106,D,C,C,A,D,B,A,C,B,B,B,D,B,B,C,C,C,B,C,D,A,C,D,D,B,C,C,D,B,A,C,A,C,C,C,Moderate
2107,B,B,B,B,B,C,C,C,B,B,C,B,B,C,B,B,C,C,B,B,C,B,B,B,C,D,B,B,C,C,C,C,B,C,B,Moderate
2108,C,B,B,A,B,B,C,B,B,C,A,D,D,B,B,B,B,B,C,B,B,C,D,B,A,B,B,C,C,B,C,C,D,A,D,Moderate
2109,B,D,B,C,B,C,C,C,B,A,C,B,C,C,D,C,C,D,A,B,B,C,C,C,B,C,B,D,A,C,C,B,C,A,D,Moderate
2110,C,D,C,B,B,C,A,C,D,B,B,B,A,B,B,B,C,B,C,A,B,D,B,B,C,B,A,C,D,C,C,B,B,B,C,Moderate
2111,C,C,B,C,C,C,D,D,C,C,A,B,B,B,C,C,D,C,D,C,B,C,B,B,C,D,D,C,C,B,D,D,C,B,C,Moderate
2112,B,B,B,C,B,C,C,C,C,C,C,A,B,D,D,C,B,C,C,D,C,A,D,C,B,B,D,A,B,B,C,B,B,D,D,Moderate
