ID,achievement_satisfaction,irritation,hurry_to_finalize,self_doubt,rumination,emotional_repression,pessimism,disappointment_fretting,work_detachment,indecisiveness,easily_wound_up,loneliness,weather_mood,achievement_dissatisfaction,impatience,smoking,lack_confidence,unclear_thinking,rushed_work,poor_sleep,alcohol,relaxation_difficulty,poor_concentration,lack_exercise,noise_sensitivity,headaches,clammy_hands,criticism_sensitivity,panic_attacks,distrust,stomach_issues,people_pleasing,distractibility,easily_frightened,time_pressure,StressLevel
1886,B,A,D,C,B,C,C,B,B,B,A,B,C,D,B,A,C,A,B,C,A,B,C,D,A,B,A,C,C,B,C,A,B,B,A,Moderate
1887,C,D,A,B,D,D,B,C,A,A,B,B,C,C,B,C,A,A,A,A,D,D,C,D,B,D,B,B,D,B,A,B,B,B,B,Moderate
1888,B,B,D,B,B,A,D,B,C,A,C,A,A,B,D,C,B,A,D,A,C,A,A,C,A,A,C,B,C,B,D,B,B,B,D,Moderate
1889,B,A,D,B,B,C,B,C,C,B,D,B,B,A,A,A,A,C,C,B,B,B,A,A,B,B,A,D,B,B,B,B,D,A,C,Moderate
1890,B,B,D,B,C,A,C,B,C,B,B,C,B,B,A,A,A,C,A,D,C,B,D,C,A,C,A,B,B,C,B,B,B,C,A,Moderate
1891,B,A,D,B,B,A,D,C,D,C,A,B,D,C,B,B,A,A,A,B,B,A,C,B,C,A,C,B,C,C,A,C,A,B,D,Moderate
1892,B,B,A,B,D,B,B,A,A,C,D,C,C,B,C,B,A,B,B,B,B,C,D,C,C,B,D,D,B,B,C,D,B,B,A,High
1893,B,D,C,B,B,B,C,C,A,A,C,A,B,B,A,A,D,B,D,C,D,B,C,C,B,A,B,B,C,C,B,B,C,C,A,Moderate
1894,D,B,B,B,A,B,B,C,A,A,C,D,D,B,C,B,C,B,C,A,D,C,A,B,A,B,B,A,D,C,A,B,B,C,D,Moderate
1895,B,D,A,B,B,D,C,C,D,B,D,C,A,C,A,C,C,C,B,C,A,D,D,B,C,B,C,B,B,A,D,A,C,C,B,High
1896,A,A,D,D,D,B,A,B,C,C,D,A,C,B,A,B,C,D,C,B,A,D,B,A,C,B,C,B,B,B,B,D,B,A,B,Moderate
1897,A,B,B,C,C,B,B,B,B,A,A,B,A,B,B,A,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,C,C,B,Low
1898,C,A,B,A,A,B,D,C,B,B,B,B,C,A,C,C,B,A,B,D,C,A,B,D,B,D,A,C,A,B,D,D,C,C,A,Moderate
1899,A,C,A,C,B,C,A,B,B,A,B,D,A,B,C,A,B,A,D,C,B,A,C,C,C,B,B,A,B,C,A,B,C,A,B,Moderate
1900,C,C,C,C,D,C,C,B,C,C,B,A,B,B,A,A,B,C,C,D,A,B,B,C,A,D,C,A,B,A,B,C,B,B,B,Moderate
1901,A,A,D,B,B,A,A,A,D,A,D,A,A,A,C,C,A,B,A,B,B,A,B,D,C,D,A,C,C,C,A,B,D,A,C,Moderate
1902,C,C,B,B,B,A,C,D,B,D,B,A,A,C,A,A,A,A,C,A,C,C,B,B,B,B,D,B,C,A,A,C,C,D,B,Moderate
1903,A,B,A,B,C,C,B,C,A,D,C,B,C,B,C,B,D,D,C,B,B,C,C,A,D,A,B,A,C,B,B,C,C,B,C,High
1904,C,D,B,A,D,B,C,A,C,B,A,D,B,A,B,C,D,B,B,A,C,D,C,A,B,B,A,C,B,A,B,C,B,C,C,Moderate
1905,C,C,D,B,A,A,A,C,A,A,C,A,D,B,D,B,C,C,B,D,A,C,B,A,A,A,B,B,C,C,B,A,C,A,A,Moderate
1906,B,A,D,D,A,A,B,A,C,B,B,A,C,B,C,B,A,D,A,C,D,A,B,B,C,B,C,A,D,B,C,C,A,C,C,Moderate
1907,C,D,C,C,A,C,B,B,B,B,B,C,C,B,B,C,C,B,D,B,D,D,B,B,D,B,B,B,A,A,A,D,B,C,A,High
1908,D,C,C,A,C,A,C,B,A,C,B,A,B,A,B,A,B,C,A,B,C,A,A,A,A,C,A,A,C,A,C,B,B,D,B,Moderate
1909,B,B,B,A,A,D,C,D,C,B,A,A,C,B,C,B,B,B,A,D,C,B,A,B,B,A,A,A,D,C,D,A,B,D,D,Moderate
1910,A,C,B,A,D,B,D,C,B,C,D,B,B,B,C,A,D,B,B,C,B,B,D,A,A,A,B,C,C,D,C,A,A,A,A,Moderate
1911,B,A,D,B,B,B,A,C,A,B,A,C,B,C,A,D,B,A,D,A,B,A,C,C,B,C,B,D,C,C,D,B,D,C,C,Moderate
1912,A,C,C,A,A,D,C,B,C,C,C,C,C,B,D,D,B,C,D,D,B,B,C,B,D,C,D,D,C,B,C,C,D,B,D,High
1913,D,D,D,A,C,C,B,A,C,A,D,A,A,D,C,D,C,A,B,B,B,C,B,B,A,D,B,A,B,B,B,B,B,B,B,Moderate
1914,A,D,C,B,A,D,D,B,B,B,B,D,C,B,A,B,C,C,A,C,B,B,B,B,A,B,A,A,B,A,C,A,B,B,B,Moderate
1915,C,D,A,C,C,C,B,B,C,A,A,B,B,C,B,A,C,D,D,D,D,B,C,B,B,B,D,B,B,A,A,A,B,D,B,High
1916,B,C,B,B,A,B,B,A,B,A,B,D,C,B,B,B,C,D,B,D,A,C,C,C,B,B,A,C,A,A,C,A,B,B,B,Moderate
1917,C,B,C,C,A,B,B,A,C,A,D,C,B,D,D,B,D,B,A,C,A,B,B,B,B,D,C,C,A,D,C,A,B,B,D,High
1918,B,D,D,D,A,B,B,A,B,B,D,B,B,B,C,A,B,A,B,A,B,D,A,A,B,A,C,B,C,C,C,C,A,B,C,Moderate
1919,C,B,D,C,C,D,C,B,C,D,A,C,A,B,C,C,C,A,C,B,D,B,B,A,B,B,C,B,C,A,B,C,A,C,A,High
1920,C,C,C,D,B,A,B,B,C,D,A,C,B,D,D,C,B,A,B,B,A,C,B,B,B,C,D,C,C,D,B,B,D,A,A,High
1921,A,B,B,A,A,D,D,A,D,A,C,D,C,C,B,B,D,B,A,C,A,C,B,B,B,A,B,B,B,B,D,B,B,A,A,Moderate
1922,C,C,B,C,A,B,A,B,B,D,D,B,A,C,B,D,B,A,C,B,B,C,C,B,B,D,A,C,D,A,D,A,D,B,B,High
1923,A,C,A,C,A,D,D,B,B,B,B,B,C,B,B,B,C,D,B,B,C,B,A,C,A,C,A,C,A,B,D,B,A,A,A,Moderate
1924,C,C,C,A,A,B,D,B,B,B,B,B,B,D,C,A,C,C,A,C,B,A,C,C,A,D,C,C,B,C,C,C,B,B,B,Moderate
1925,D,C,D,C,B,C,B,B,D,B,B,B,D,D,B,B,A,C,B,C,A,D,A,B,B,D,D,D,A,C,C,B,B,D,B,High
1926,B,B,B,C,A,D,D,B,A,C,B,B,A,C,B,B,C,C,A,B,B,B,D,B,A,D,B,A,A,D,B,A,C,C,B,Moderate
1927,A,B,C,C,C,D,B,B,A,A,B,D,C,C,D,C,B,A,B,D,A,A,C,B,A,B,C,C,D,C,C,B,A,C,B,Moderate
1928,A,B,C,C,C,C,D,B,C,C,D,C,C,B,A,D,B,A,C,C,D,B,B,D,A,D,A,C,A,C,B,D,A,C,B,High
1929,D,D,C,A,B,B,B,D,B,C,A,A,C,B,C,D,C,A,D,C,B,A,B,A,D,C,B,A,B,D,A,B,B,A,C,Moderate
1930,C,B,D,A,A,D,A,B,C,A,C,B,B,A,B,C,B,D,C,A,B,B,B,B,D,B,B,C,A,B,C,A,C,B,B,Moderate
1931,C,C,B,B,B,C,C,C,B,C,B,A,A,B,D,C,A,C,D,D,C,D,A,D,B,B,C,D,B,C,B,C,B,B,A,High
1932,C,D,D,D,B,D,B,C,B,D,C,B,A,D,B,B,C,B,A,B,B,C,D,B,D,C,C,A,D,A,B,A,C,A,C,High
1933,C,C,B,B,D,C,A,B,B,A,C,B,A,B,C,C,D,B,D,A,A,D,C,A,B,D,A,C,B,C,A,D,D,C,B,High
1934,D,D,A,A,B,A,C,D,C,D,B,A,A,B,D,B,A,B,A,C,C,B,C,C,D,B,C,B,B,A,D,B,A,D,C,High
1935,D,B,C,C,C,D,B,C,C,D,A,C,C,B,B,A,B,B,C,D,A,A,D,A,B,B,A,B,C,A,C,B,C,B,A,Moderate
1936,B,D,C,A,B,B,A,A,B,A,B,B,C,B,D,C,B,B,D,C,C,A,A,B,C,C,B,A,D,A,B,C,A,A,C,Moderate
1937,B,D,B,A,A,C,A,D,C,D,A,C,B,B,B,A,B,A,B,B,B,C,A,C,D,C,B,B,A,C,D,A,D,A,B,Moderate
1938,A,B,D,A,C,D,C,C,A,B,D,A,C,B,C,A,D,B,C,C,B,A,A,A,C,C,A,B,D,B,A,B,B,C,A,Moderate
1939,A,C,B,A,B,A,D,B,B,B,D,B,B,C,C,A,C,D,B,C,D,B,B,B,B,C,A,D,D,C,C,B,B,B,B,High
1940,D,D,D,D,A,D,B,A,B,B,A,A,A,C,B,A,C,C,B,B,C,C,B,B,B,C,C,C,A,B,D,A,A,C,B,Moderate
1941,A,A,B,C,A,B,D,A,C,A,C,A,A,C,C,A,B,B,B,A,A,C,B,A,A,C,C,C,D,B,A,B,A,C,C,Moderate
1942,C,C,A,A,B,B,A,A,C,A,B,B,B,C,A,C,B,A,B,B,D,D,A,B,B,C,D,A,B,B,D,B,C,A,B,Moderate
1943,A,B,B,B,A,A,D,B,B,B,B,D,C,B,B,B,B,C,B,B,B,B,C,B,C,B,D,C,D,B,C,A,B,D,A,Moderate
1944,B,B,C,C,C,B,C,C,C,B,B,B,B,A,B,A,B,D,C,C,A,B,A,B,B,A,C,C,B,D,A,A,B,B,C,Moderate
1945,B,B,A,A,C,C,B,C,D,B,D,C,A,C,A,B,B,A,B,C,A,B,C,D,C,B,A,B,A,B,D,C,A,B,C,Moderate
1946,C,C,D,B,B,C,B,C,B,B,C,B,D,C,B,B,B,C,D,B,B,B,D,C,C,A,A,C,B,D,D,C,D,B,A,High
1947,A,C,D,A,A,C,B,B,A,B,B,B,C,C,C,C,C,B,C,C,C,B,A,D,B,B,B,A,B,B,B,C,C,D,C,Moderate
1948,A,B,C,A,C,C,D,C,A,A,C,D,D,B,D,B,B,B,D,B,C,B,C,B,B,B,C,A,D,C,C,A,C,A,A,High
1949,B,D,B,B,B,A,A,C,B,A,A,A,B,B,A,C,A,A,B,D,A,A,B,C,B,B,A,C,A,B,C,D,B,B,A,Low
1950,A,D,C,B,B,D,A,C,C,B,D,C,A,A,C,B,C,A,C,C,C,B,B,A,B,C,C,C,A,D,C,A,A,A,B,Moderate
1951,B,B,C,C,A,D,B,D,C,B,C,C,A,B,C,D,A,C,B,C,A,C,B,C,B,A,C,C,C,C,C,D,C,D,A,High
1952,A,C,B,D,B,B,A,B,A,B,C,A,B,D,B,C,B,C,A,C,A,A,B,B,B,A,A,A,C,A,D,C,B,A,C,Moderate
1953,C,B,B,C,A,B,C,C,C,B,C,B,A,A,D,A,B,A,B,D,B,C,C,D,C,D,B,D,A,A,B,A,B,A,A,Moderate
1954,A,A,B,C,A,A,B,B,A,A,C,C,D,B,B,D,C,C,D,B,B,C,C,A,B,A,A,C,B,D,C,D,A,B,C,Moderate
1955,B,A,C,C,A,A,B,B,B,A,A,D,C,A,B,D,D,C,A,B,A,B,D,C,B,D,A,C,D,C,D,D,C,A,C,High
1956,A,A,C,B,D,B,B,C,B,C,A,D,B,D,B,D,C,C,D,D,A,A,C,A,B,A,B,C,C,C,B,A,C,B,B,Moderate
1957,D,A,C,D,A,B,B,C,B,C,B,A,C,C,D,A,B,B,D,C,D,C,A,A,A,B,A,D,A,B,D,C,A,A,A,Moderate
1958,A,A,A,B,B,D,C,C,B,C,D,C,A,B,A,A,C,B,A,B,B,C,A,B,A,B,A,C,C,D,B,C,A,B,A,Moderate
1959,D,A,A,A,C,C,D,A,B,D,A,D,D,D,B,A,B,A,B,D,C,B,B,A,A,B,A,A,A,B,B,A,D,C,C,Moderate
1960,C,A,A,B,A,B,D,C,D,B,A,D,D,A,C,D,B,C,B,B,A,A,D,C,B,A,B,D,B,A,C,C,B,C,D,High
1961,B,B,C,B,C,B,A,B,B,C,C,C,B,B,C,A,B,C,D,D,D,A,B,B,C,B,A,A,B,B,B,A,B,B,B,Moderate
1962,B,A,B,B,B,A,C,A,C,B,C,C,D,C,D,B,A,C,B,D,A,B,A,B,A,B,B,B,A,A,D,B,C,A,D,Moderate
1963,D,A,C,C,D,A,B,B,D,B,A,A,D,C,A,B,D,A,C,C,D,C,D,C,C,B,A,A,B,A,B,C,A,D,B,High
1964,A,B,C,B,A,C,B,A,B,D,D,A,A,B,D,B,C,B,C,B,B,C,A,A,C,C,C,C,B,D,D,B,A,C,D,Moderate
1965,A,B,C,D,B,B,D,A,D,B,B,A,D,A,B,C,B,C,C,A,B,A,D,A,D,A,D,D,C,B,C,D,B,B,A,High
1966,D,C,B,B,D,C,A,C,C,A,C,C,D,A,B,C,A,B,D,B,B,D,B,A,D,C,A,C,B,B,B,D,C,A,B,High
1967,B,C,C,A,B,B,C,B,B,D,C,D,A,C,C,B,C,A,B,D,D,A,B,B,B,A,B,C,C,B,B,C,B,A,B,Moderate
1968,B,A,C,B,C,D,D,D,B,C,A,B,B,A,C,A,B,B,B,C,D,C,C,B,C,A,B,C,C,B,B,D,A,B,A,Moderate
1969,C,B,C,A,C,B,B,C,C,C,C,B,C,C,B,D,C,A,B,B,B,C,A,A,B,C,C,A,C,D,B,C,C,D,D,High
1970,D,C,A,D,A,A,B,C,A,C,B,A,D,A,C,B,B,C,D,A,C,A,A,C,B,A,A,C,B,A,A,C,A,D,B,Moderate
1971,C,B,B,B,B,C,A,B,B,B,D,C,D,C,C,B,C,B,A,D,B,D,D,B,A,C,D,B,B,B,B,B,B,A,A,Moderate
1972,A,B,B,C,D,A,C,C,B,B,C,C,B,D,B,C,B,C,B,B,A,A,A,A,B,A,A,B,C,B,B,D,B,A,B,Moderate
1973,D,C,A,B,D,B,D,A,A,B,C,A,D,C,A,C,D,C,A,D,C,C,B,C,D,A,B,B,C,B,C,A,C,B,A,High
1974,C,B,A,A,B,C,C,A,B,B,A,A,A,C,B,B,B,A,C,A,B,C,B,B,C,B,C,B,B,D,B,A,A,A,B,Low
1975,C,B,C,D,A,B,D,D,B,D,D,B,B,A,B,B,B,A,C,A,A,A,B,B,C,D,B,C,C,B,B,C,A,B,C,Moderate
1976,D,D,C,B,A,C,A,C,B,A,B,B,B,A,B,B,A,C,A,C,A,D,D,A,B,D,D,C,B,B,B,B,A,A,A,Moderate
1977,B,B,C,A,C,B,A,A,A,B,A,A,A,C,B,B,D,A,C,C,A,B,A,B,B,A,A,D,C,C,C,A,B,C,B,Moderate
1978,D,B,B,A,A,B,A,C,B,D,A,A,C,D,A,A,D,B,B,D,C,A,A,B,A,C,B,C,C,C,B,A,A,C,C,Moderate
1979,B,A,B,A,C,D,C,B,C,A,A,B,C,C,C,B,D,B,A,A,C,B,B,D,B,B,A,B,B,B,A,B,B,A,B,Moderate
1980,C,B,C,C,C,C,C,C,D,C,B,C,A,A,C,A,B,A,C,B,D,C,A,C,D,A,C,A,A,C,C,A,C,B,C,High
1981,B,B,A,C,C,D,A,B,C,B,D,D,D,C,C,B,C,C,B,B,B,D,B,B,B,C,B,C,A,C,A,D,C,A,B,High
1982,B,C,B,A,A,A,A,A,B,D,A,B,A,B,B,A,C,B,C,C,D,A,D,C,B,B,C,B,A,D,B,A,D,B,D,Moderate
1983,B,B,A,C,B,D,D,D,B,D,A,B,A,C,C,B,C,B,B,C,A,A,D,C,A,B,A,D,A,B,A,A,A,C,B,Moderate
1984,B,A,A,B,C,C,B,C,C,B,D,C,B,B,C,C,B,B,A,A,B,D,C,C,D,B,B,B,D,B,A,B,C,C,A,Moderate
1985,B,D,B,B,B,C,A,D,B,B,B,B,C,C,D,D,B,C,C,B,C,B,C,C,B,A,D,A,C,D,C,D,B,D,B,High
1986,A,B,B,A,B,B,B,A,B,B,A,C,A,A,A,C,C,B,B,C,D,B,B,D,A,B,A,D,C,D,A,A,A,A,A,Low
1987,D,C,D,C,D,C,C,B,A,B,A,B,D,B,A,A,B,C,D,A,B,B,A,B,B,C,B,B,C,B,C,C,B,C,B,Moderate
1988,C,A,C,B,C,C,A,C,C,B,A,A,D,B,C,A,A,A,A,B,D,B,B,C,C,B,A,C,B,B,B,D,B,B,B,Moderate
1989,A,B,B,B,B,B,A,C,C,A,C,A,C,C,D,C,B,B,A,A,C,D,A,B,A,B,B,B,A,B,C,B,A,D,B,Moderate
1990,D,C,C,D,B,B,B,C,B,A,D,B,A,B,C,A,D,A,A,B,D,A,C,B,A,B,A,B,C,B,C,B,B,B,C,Moderate
1991,B,A,B,B,A,A,C,B,C,A,A,D,C,B,A,B,A,C,D,C,B,C,A,B,B,C,A,D,C,B,B,C,A,A,C,Moderate
1992,A,D,B,B,B,A,C,B,A,A,C,C,C,B,B,C,B,D,D,B,C,B,A,D,A,B,A,C,A,C,C,B,A,A,A,Moderate
1993,C,C,A,D,B,B,B,A,D,A,C,A,B,B,C,D,A,B,A,B,C,C,B,A,A,C,B,C,B,D,A,A,A,B,C,Moderate
1994,D,D,B,A,A,D,A,C,C,C,B,A,A,B,D,C,B,A,B,A,D,A,C,B,B,C,C,A,C,A,B,A,B,B,B,Moderate
1995,B,A,C,B,B,D,C,C,B,C,C,B,B,B,B,B,A,C,B,B,C,D,A,B,C,A,A,D,D,B,B,A,D,C,A,Moderate
1996,B,B,D,B,C,C,B,C,B,B,A,B,A,C,B,D,A,C,B,B,A,B,B,B,A,B,A,A,D,D,A,B,C,A,C,Moderate
1997,D,A,A,B,A,B,D,A,A,B,A,A,D,A,B,C,B,A,C,B,C,B,A,C,A,C,B,B,A,A,B,B,A,C,B,Low
1998,B,C,C,C,B,A,C,A,B,B,C,D,C,A,B,C,A,B,D,A,A,B,B,D,D,A,D,C,A,A,A,A,A,A,D,Moderate
1999,C,C,B,B,D,A,B,B,A,B,D,B,A,C,D,A,C,B,C,D,B,B,B,B,A,B,A,A,B,A,A,A,C,D,C,Moderate
2000,D,C,A,C,A,D,C,C,B,C,D,A,C,C,B,A,C,A,B,B,C,B,B,B,C,B,D,D,B,D,B,A,C,B,A,High
2001,A,A,D,B,B,A,D,C,A,A,B,B,C,A,A,A,D,B,A,D,C,C,B,B,B,B,D,B,A,A,C,B,A,B,B,Moderate
2002,B,D,B,B,D,C,A,D,D,B,B,D,B,C,D,B,B,B,A,B,C,B,D,C,D,A,C,C,A,A,D,D,B,C,C,High
2003,A,B,B,A,B,A,A,D,C,D,C,B,C,A,D,C,D,B,B,C,A,B,C,A,A,D,C,D,C,B,C,B,B,B,A,Moderate
2004,A,B,C,D,A,B,B,A,B,D,D,B,A,D,C,B,A,A,A,C,D,B,C,B,B,A,B,B,B,A,D,B,B,B,B,Moderate
2005,B,B,B,C,A,B,D,B,C,B,C,B,A,B,B,B,B,B,A,B,B,C,B,B,C,B,B,D,A,D,A,B,A,B,B,Moderate
2006,C,A,B,B,A,D,C,A,B,C,D,B,B,B,D,B,A,B,B,B,C,C,C,A,A,C,C,B,A,B,B,C,B,A,B,Moderate
2007,C,B,B,C,B,C,D,A,C,C,A,C,B,B,A,C,B,D,A,B,B,B,B,C,C,C,A,A,C,D,B,B,D,D,B,High
2008,A,A,B,B,C,A,C,D,A,A,A,B,C,A,B,D,D,B,B,D,A,A,A,A,A,B,A,D,B,C,B,D,B,C,B,Moderate
2009,A,B,B,D,A,D,A,A,A,A,C,C,D,B,A,D,A,A,C,A,C,B,D,D,B,B,D,A,B,C,B,B,B,B,B,Moderate
2010,A,C,B,A,C,A,C,A,B,B,A,C,C,A,C,D,D,C,A,D,A,A,B,D,B,C,A,B,B,B,B,B,D,C,A,Moderate
2011,B,A,C,B,A,B,B,C,C,B,B,C,D,A,C,B,D,A,D,B,B,A,B,C,B,D,A,D,A,A,C,A,B,C,C,Moderate
2012,A,C,C,D,C,B,A,B,B,B,A,D,B,C,B,C,A,B,B,C,A,A,A,B,A,C,A,B,B,B,B,C,C,D,C,Moderate
2013,C,B,D,B,A,A,C,D,B,C,A,C,A,A,A,B,B,C,A,A,B,A,B,A,C,B,C,B,A,D,C,C,A,A,B,Moderate
2014,C,B,C,B,A,C,C,B,B,A,C,C,C,D,A,A,A,B,C,C,C,C,D,A,C,B,B,C,B,A,B,B,D,B,C,Moderate
2015,D,A,A,A,C,A,C,B,C,A,D,A,A,A,C,C,A,C,C,D,B,D,D,C,A,A,A,B,A,B,A,B,B,A,A,Moderate
2016,C,C,B,B,B,B,A,B,B,B,B,C,D,B,A,D,A,A,D,A,A,C,D,A,B,B,D,C,D,C,A,B,A,A,C,Moderate
2017,C,D,A,C,D,B,C,C,A,B,B,C,B,C,B,D,A,B,B,C,A,B,A,D,B,B,B,B,D,C,C,A,C,B,A,Moderate
2018,A,B,A,A,C,B,C,B,B,C,A,B,B,B,A,B,D,B,C,A,B,A,B,C,B,A,C,A,C,B,C,C,A,C,A,Moderate
2019,B,D,C,A,D,A,C,C,C,A,B,B,C,D,C,B,B,C,C,B,B,D,B,A,C,A,B,B,B,C,C,C,C,D,B,High
2020,A,D,A,C,A,C,B,D,A,A,A,B,B,B,B,C,B,D,A,C,B,B,B,B,B,B,D,B,C,B,B,B,C,B,B,Moderate
2021,A,D,B,C,D,B,A,B,B,B,C,A,D,B,D,A,B,A,C,B,B,C,D,C,B,B,B,A,A,C,D,B,B,B,B,Moderate
2022,A,B,C,B,B,C,D,D,A,D,B,D,A,B,A,A,B,B,C,B,B,A,B,C,D,C,B,D,D,B,A,B,A,A,A,Moderate
2023,C,C,B,A,B,C,B,C,C,A,B,A,A,A,B,D,A,C,C,B,C,A,D,C,C,B,A,B,D,B,A,B,B,A,C,Moderate
2024,D,A,B,C,C,A,A,C,B,C,B,B,B,C,A,A,D,A,B,C,B,C,D,B,B,B,B,D,B,C,A,C,D,B,C,Moderate
2025,C,C,A,A,B,C,C,C,C,C,D,B,D,A,B,C,A,A,C,A,A,B,A,B,B,B,C,B,B,A,A,B,A,B,B,Moderate
2026,A,B,B,C,A,C,B,B,B,A,C,A,C,A,A,A,A,D,C,C,B,B,A,A,A,A,C,A,A,C,B,C,C,B,C,Low
2027,A,C,A,A,B,D,A,B,A,B,C,B,B,C,B,B,C,B,A,C,A,C,B,A,D,C,D,C,C,A,C,A,B,C,B,Moderate
2028,D,C,B,B,C,B,B,D,D,C,B,B,D,B,C,B,A,A,B,B,A,B,D,C,D,C,D,C,B,D,A,C,B,C,C,High
2029,B,A,B,A,A,C,A,B,D,B,A,C,C,B,B,C,C,B,B,B,D,A,B,B,C,D,C,B,B,B,A,C,D,C,D,Moderate
2030,C,C,B,A,D,C,D,D,D,C,D,B,D,A,B,C,B,D,D,C,C,D,B,A,D,B,C,C,C,C,B,B,B,C,B,High
2031,C,C,C,C,D,D,C,C,C,A,C,C,B,B,B,B,B,B,C,D,C,D,C,A,C,B,B,A,A,C,C,A,A,C,B,High
2032,D,B,C,B,B,A,D,B,C,D,A,C,A,B,B,B,D,A,B,B,B,B,A,C,C,C,C,B,B,B,C,B,C,B,C,Moderate
2033,A,B,D,A,C,D,C,D,C,B,A,A,B,C,B,C,A,B,C,D,C,C,D,A,B,B,B,A,D,A,A,A,B,B,B,Moderate
2034,C,B,A,B,C,A,D,B,A,D,B,B,D,C,C,B,D,C,A,B,C,C,A,B,B,B,B,A,A,B,A,D,C,C,B,Moderate
2035,B,A,A,B,A,A,C,D,C,C,B,A,B,B,A,A,A,B,B,B,B,C,B,C,C,C,D,B,D,B,B,C,D,A,C,Moderate
2036,B,B,C,C,D,C,A,C,B,C,D,D,B,C,A,D,A,B,B,A,B,C,C,A,B,D,A,B,D,B,A,C,C,C,C,High
2037,C,C,B,C,D,D,C,B,A,A,B,C,A,C,B,A,A,D,A,D,A,A,A,B,C,B,B,C,A,D,B,D,C,C,B,Moderate
2038,A,C,D,B,B,A,B,B,A,B,B,A,C,A,D,A,B,B,C,D,C,A,B,B,C,B,A,C,C,B,C,B,A,A,B,Moderate
2039,A,B,A,D,B,D,D,C,A,C,B,B,A,A,C,B,D,C,C,C,A,A,C,B,A,B,A,C,C,B,D,C,A,A,C,Moderate
2040,B,A,A,C,B,B,B,A,B,C,B,B,B,A,C,D,D,C,B,A,C,C,B,B,A,B,A,A,A,A,D,C,C,C,A,Moderate
2041,A,C,B,B,A,A,A,B,B,A,B,A,C,C,B,B,C,D,B,A,B,A,B,D,D,A,A,D,A,C,B,C,A,C,A,Moderate
2042,B,A,B,D,D,C,B,B,C,B,A,B,A,B,B,C,A,D,A,B,B,B,B,C,B,A,D,C,A,A,B,A,A,B,B,Moderate
2043,B,A,B,B,A,B,C,A,A,A,C,A,A,A,C,C,B,B,A,B,B,A,A,D,D,B,B,B,A,B,B,C,A,B,D,Low
2044,B,D,A,C,B,C,B,B,D,C,B,B,B,B,B,C,B,C,A,A,D,C,C,A,A,B,A,B,B,D,D,D,B,B,D,High
2045,C,A,C,B,C,B,C,D,C,B,B,A,C,B,C,B,B,B,C,C,A,D,B,B,A,C,B,B,B,B,B,D,A,B,D,Moderate
2046,B,B,A,D,D,B,C,B,B,A,B,C,B,C,B,C,B,B,D,C,B,C,A,D,B,A,A,C,B,D,C,B,D,A,C,High
2047,C,B,C,A,A,D,C,B,C,B,B,D,B,D,C,B,A,C,D,A,C,D,A,B,C,C,D,D,A,C,A,D,D,D,D,High
2048,A,D,A,A,C,A,B,B,B,B,B,C,A,C,B,D,C,C,C,B,B,B,B,C,C,A,A,C,A,D,C,C,D,C,C,Moderate
2049,A,D,A,C,D,B,D,D,B,D,B,B,A,A,B,C,B,C,B,B,D,D,C,A,B,D,C,C,D,B,C,B,C,C,B,High
2050,B,D,B,C,A,B,A,A,B,B,C,B,B,A,A,A,B,B,B,B,A,A,D,B,B,A,C,A,A,A,C,D,B,D,A,Low
2051,B,C,D,C,B,A,B,B,B,B,B,D,A,B,C,B,A,B,A,B,C,A,B,A,C,A,C,B,B,A,D,D,D,D,B,Moderate
2052,B,D,C,B,B,B,C,B,C,D,A,B,A,B,B,A,A,A,B,B,C,C,D,C,B,C,A,B,C,D,D,C,B,B,D,High
2053,B,C,A,C,B,B,C,B,D,A,A,A,B,C,B,C,B,C,B,B,A,D,B,C,A,A,A,B,B,B,B,C,B,C,B,Moderate
2054,B,B,C,B,D,B,C,A,A,C,B,A,A,C,B,B,B,B,A,B,D,B,C,A,A,D,B,B,C,B,A,C,C,A,C,Moderate
2055,A,A,B,A,D,A,C,A,D,A,B,A,A,D,B,C,A,C,C,B,D,A,D,C,B,B,D,A,A,D,B,B,A,C,B,Moderate
2056,B,C,B,B,C,C,A,B,B,A,A,B,A,A,A,D,A,D,B,C,A,B,B,C,C,D,C,B,C,A,B,B,A,B,B,Moderate
2057,B,A,C,B,A,D,A,C,C,A,D,B,C,A,D,C,D,C,A,A,C,C,B,B,B,C,A,A,A,D,B,D,B,A,A,Moderate
2058,B,A,A,B,B,A,A,A,B,B,B,B,C,D,B,B,B,D,D,A,D,C,D,B,A,C,B,A,A,B,B,C,B,C,D,Moderate
2059,A,B,C,D,A,C,C,B,B,B,A,B,D,A,B,B,B,B,D,C,C,D,A,A,B,C,A,B,A,A,C,D,A,B,A,Moderate
2060,B,A,B,C,B,B,B,B,D,A,B,A,B,B,A,D,C,D,D,D,B,C,B,A,D,B,D,C,B,B,A,B,A,A,D,Moderate
2061,D,C,A,B,A,A,A,B,B,A,C,A,C,D,C,B,C,B,C,D,A,A,A,D,A,C,B,B,B,B,B,B,C,B,C,Moderate
2062,C,C,D,B,D,B,B,B,C,A,C,C,C,C,D,A,B,C,B,A,B,C,C,B,B,B,A,B,B,B,B,B,D,C,B,High
2063,D,B,B,C,B,A,A,B,A,B,A,B,C,A,D,A,A,D,B,D,C,B,D,D,C,D,B,C,A,B,C,A,B,C,D,Moderate
